"id","sighted_at","reported_at","location","shape","duration","description","latitude","longitude","case_number"
"88306","2017-11-17 20:30:00","2017-11-25 13:18:11","Columbia (United States)","Triangle","00:03:00","When i saw the u.F.O, i was in a residential area waiting on someone. i looked up because i like watching the stars, and i see this thing with what looked like spotlights moving around. my radio started getting fuzzy despite having strong connection, so i watched this massive object that was almost touching the trees. i was amazed and scared. i went to grab my phone to take and rounds picture, and as i clicked the button, the object disappeared into thin air, it was nowhere to be seen. the object had 4 bright lights on the bottom moving around, a ring of lights around it, and it was too dark to make out any of the features. i've also been having weird dreams since i saw it. ","35.619549622871155","-87.09848318063102","US-11252017-0015"
"88277","2012-07-31 22:30:00","2017-11-24 20:05:49","Natrona Heights (United States)","Triangle","00:02:00","Was talking in my driveway with a friend, a live on top of a very steep mountain top, so we have a large view of the sky up here. my friend and i noticed three glowing green light in the sky in the formation of a triangle. we watched the green light move out of triangular form and following eachother in a circular pattern. one by one, the loghts descended away, ""pinged"" into the sky and one by one disappeared.","40.61096689402674","-79.74274018922293","US-11242017-0019"
"89952","2018-02-01 22:50:00","2018-02-02 01:02:10","Ocean Township (United States)","Triangle","00:10:00","My mother and i were on our way home from the store, when out of the corner of my left eye i saw what i thought was an extremely bright star at first. i pointed it out to my mom and as we drove about another 30-40 feet we were able to see that it definitely was not a star. the object looked black in color(it was at night, but i got a very good look at it despite it being dark out) and had a very big, very bright white light on the front-most point with a red pulsating light on each of the outermost points. we then stopped the car because we were shocked at what we were seeing! at this time, the triangular object appeared to be hovering in one spot, which was over a small marina. we then made a left onto the street next to the marina. from this angle, we were able to see the object more clearly. it looked way too low to be an airplane, the lights were also way too bright, not to mention it was clearly a full triangle shape. we then pulled over again and i got out of the car to have a better look. at this time, the object started to fly in a straight line very fast. it was making a sort of rumbling noise, but it was going so fast (way faster than an airplane) that the sound was actually behind the object (you’d see the object, but wouldn’t hear it right away, like the sound was following behind it). it was almost right over our heads now, permitting us to see the bottom/underneath of it, which had more colored lights on it. it was almost like once it realized we were watching it, thats when it started flying away. once it flew far enough away that we weren’t able to see it any longer, we pulled away and proceeded back home. both my mom and i felt a bit uneasy after the sighting. ","39.7921471","-74.1875275","US-02022018-0001"
"89932","2018-01-31 07:21:00","2018-02-01 03:40:16","Tulsa (United States)","Triangle","00:01:00","I have two pix i took of the moon on 1/31/18, at 6:21 am in oklahpma that showed what  appears to be a triangular in shape object flying by the moon.   ","36.1871762450909","-95.91057794267103","US-02012018-0002"
"89896","2014-10-07 02:00:00","2018-01-30 01:38:05","Monroe Township (United States)","Triangle","","On october 7th, 2014 at exactly 12:36 am.  i was drawn to my 1st floor balcony.  immedietly when i entered the balcony it appeared as if an airplane was crashing in the cornfield in the sw, however i soon realized it was heading directly in my direction.  within moments two cloackig white spherical lights had begun to destort my image of the craft.  i then put my shoulder up to block the cloacking of the light.  and a gigantic triangular craft had stopped directly infront of me ar a distance of 100-225ft.  i made out the object to be a hoovering no-sound triangular craft of enermous size.  time had been lost, this event needs to be told for the fact that i woke up on the couch approximitly 8 hours later spewing a substance out of my mouth.  i experienced 6 months of psychological futuristic dreams in space.  the truth be told that we do not have this extremly high-tech technology.  and the government would not be doing such high sophisticated survalance on me!!!!!!!!!!!I have lots of more information ranging from the craft,entity, possible abduction, and things that can only be described to someone face-to-face! regards","40.322390854593564","-74.47394144684449","US-01302018-0001"
"89834","2018-01-26 21:20:00","2018-01-26 23:15:49","Rockford (United States)","Triangle","00:10:00","At the time of this event i was with my girlfriend taking my nephew and cousin home, and as i was driving down north 2nd street by sinisippi park, i noticed this object with lights hovering above the sinisippi river. it was heading west at first, then it stayed in place for like 10 mins, and then it disappeared. i first noticed the object when i saw 1 red light on the center of it and 3 white lights in a triangular fashion. initially we thought it was an airplane.During the event, we thought it was just a dream, but then knew it was very much real and we felt goosebumps and a fear but couldn't keep our eyes off of it. lost sight because it disappeared.","42.28783379585203","-89.05685395493093","US-01262018-0025"
"89803","2016-01-15 16:59:00","2018-01-25 18:18:41","Stamps (United States)","Triangle","00:00:50","I was in the front yard of our home videoing myself shooting a blow dart gun. out the blue sky, i noticed white objects appear in the sky suddenly that i thought were geese. they didn't act like geese after further inspection. the objects were white triangular shaped that appeared out of the cloudless blue sky. i thought they looked funny but i wasn't sure what i was observing. they came down and moved to the north then back southeast. i quickly said that is the weirdest thing i have ever seen! the objects moved suddenly around in a clockwise, swirling fashion. they remained close together for a few seconds, but then they formed a perfect triangle with one behind them. after doing this they disappeared into thin air. there were no clouds in the sky at the time of filming. in the video, the objects are in the very top of the screen around 30 seconds in the video.","33.17945969978133","-93.41912084871431","US-01252018-0018"
"89776","2018-01-22 15:00:00","2018-01-24 17:45:41","Oklahoma City (United States)","Triangle","00:00:06","I was in my car after lunch and happened to glance south from the election board parking lot. it was partially cloudy, with swift-moving and changing clouds. between two of them there was a set of two bar-looking objects that were reflecting like a prism. over a few seconds they appeared to tilt from about a 45-degree angle to horizontal to the ground(pointed straight towards me after it went horizontal). as they flattened out i could see two similar, attached branching pieces flaring behind these to the south. it was a triangle(equilateral). it was only tilting towards me for a couple seconds. i could see more detail in the piece that was pointed my way. the whole thing was shimmering, kind of like the predator in the predator movies, but if he was standing in front of a blue sky with the sun about 15-20 degrees off of him and behind. you could see the outline, but other than the two parallel bar shapes in the point facing me there wasn’t much that was more than a strong shimmer. like light being bent around something roughly triangular. the “bars” i had first seen looked like panels on the underside, or at least panel-shaped zones of reflection. after a few seconds of it being still i reached into my glove box for my binoculars and tried to get it into the frame. but the angle of the sun was too close and the sky was way too bright. i quickly pulled them back down and the thing flashed brightly and was gone. the bright flash appeared to come from the base of the two bars near the center of the thing, not from the end of the bars where i could see the most detail. the thing was about the width of two fingers held 1.5 inches apart at arms length. it was between two clouds so i couldn’t tell if it was in front of them or behind. it appeared to be completely stationary, despite the rapid movement of the clouds that day.  i looked for a long time after it vanished, but as cloudy as it was it could have still been there and not visible. i think i only saw it because of the gap in the clouds and the angle of the sun which was kind of behind it.","35.50977771041823","-97.4857600395974","US-01242018-0010"
"89737","1995-07-31 02:00:00","2018-01-22 17:25:47","Firestone (United States)","Triangle","00:01:15","     at the time of the sighting, was working at a newly acquired job at a sand/gravel production pit that was located approx. 1/4 mile to the west of the intersection area of i-25 and co st. hwy. 119, just to the north of hwy. 119, near the little community of del camino, co.  had been working the job for a couple of weeks, which would put the sighting date around the middle of that month.  was in the site's ""wash plant"" area, where smaller particulate materials are processed (sand/small gravel), and was engaged in the activity of greasing conveyor belt return-roller zirks.  was in the process of attempting to attach the grease gun's fitting to the zirk of a conveyor return-roller that was situated a little above my head level, causing me to look almost directly upwards at the moment, while facing east.  while looking upwards, i noticed movement of an object passing through the air at moderately high altitude, as it entered my field of vision being used for the overhead work activity.  because of the object's color pattern, had initially thought it was some kind of gull/pelican/stork avian passing over the area, of a type more along a greyish coloration, than the more common white.  the displayed speed of the object rapidly ruled out an avian, so i stopped my activities and brought the object under intense observation.  atmospheric and weather conditions at the time were hot & balmy (close proximity of water sources, raised humidity levels), with mild breeze out of the sw, cloudless sky with light, high-altitude atmospheric haze, and the sun was at an approx. 45-50 degrees off of the horizon to the sse.  the object appeared as a large, basically triangular material construct that was longer in its fore-to-aft area, than in its side-to-side ""wings"" area.  the object appeared to be approx. 60-80 ft. in length x 40-60 ft. in width, and deviated from true triangular shape with a centralized, slight, angular extension to its shape in the aft area, giving it the appearance of actually possessing 4 angles and sides.  the object was of an overall light coloration, which allowed it to blend in quite well with the surrounding sky coloring prevalent at the time (normal light-blue, with slight greyish ting from haze).  a dark-colored ""stripe"" was noticed upon each of its ""wings"", running the length of the wing from fore-to-aft, and seemingly positioned onto the wing more heavily towards the wingtips, than the object's centerline.  object's altitude appeared to be noticeably below normal high-altitude cruising levels used by commercial airliners, and was estimated at approx. 20,000 ft., which the object did not appear to deviate from.  object was travelling on a south-to-north linear trajectory, seemingly as if above and following the course of i-25, which was maintained throughout the observation period.  the object displayed a consistent, rapid speed throughout the sighting, that i estimated to be approx. 3x the pace of a cruising high-altitude commercial airliner, or in excess of full-throttle speeds of most fighter jets.  as i watched the object pass overhead, i noticed that its passage was through a light layer of atmospheric haze, and that it was leaving a ""wake-wash"" turbulence effect in the haze behind its progress, although the object did not produce any kind of con-trail at that altitude.  safety ear-plugs were being worn at the time, and ambient noise levels of the area prevented any detection of associated sound.  object was observed for approx. 1.25 minutes on the northward trajectory, until lost to eyesight in the distance.  sketch available.   ","40.1582256","-104.9826965","US-01222018-0015"
"89735","2018-01-17 07:00:00","2018-01-22 16:07:09","Morrison (United States)","Triangle","00:00:30","A triangular set of three lights were observed for approximately 30 seconds to 1 minute before vanishing. they were captured on video. they appeared to remain motionless.","39.657328799999995","-105.1887996","US-01222018-0013"
"89708","2018-01-20 21:50:00","2018-01-21 00:40:55","Las Cruces (United States)","Triangle","00:10:00","As i drove into my driveway just before 9:00 pm out in the talavera desert on the other side of the mountains of white sands missile range. a triangular outline caught my eye looking west. i was in the air force and am able to identify aircraft. the object was large and stationary, holding the same position throughout the sighting. it appeared to be reflecting the light from new mexico state university stadium which was lit up for an event as it was low on the horizon. from my viewing position the ""a mountain"" blocks the city lights so i had an unobstructed view with no light pollution. after about 20 seconds the outline was no longer visible slowly dimming and an orange red light emerged, dimly at first then brightly. the light dimmed again with nothing visible then after another 40 seconds the light began to brighten in the same position and same color. the light had increased in size and was visible for another 20-30 seconds then dimmed and never reappeared. there were 3 witness in my vehicle all of which saw the light and shape. i looked away to grab my camera and during that time one of the witness said it rotated, i did not see the object move. i turned my camera to the object but the batter was dead. i don't believe the battery was affected by anything other than my own fault for not charging it.","32.321679599999996","-106.7561638","US-01202018-0026"
"89706","2018-01-20 19:52:00","2018-01-20 23:35:48","St. Peters (United States)","Triangle","00:00:30","Went outside to let my dog have a potty break, and heard a sound.  turned around and saw a triangular shaped craft moving fairly quickly.  i pulled out my phone i opened the camera/video app as quickly as possible and then magnified the image capture as much as i could.  it sounded sort of like a jet, but i've never witnessed a craft with that sort of shape before.","38.7887699","-90.6216622","US-01202018-0024"
"88234","2017-09-14 16:39:00","2017-11-23 09:04:14","Coimbra (Portugal)","Triangle","00:00:51","I was watching the clouds as i searched for airplanes and did my usual report of the chemtrails in my area, noticed a strange cloud and zoomed in with the mobile phone to try to see better but due to the bright sunlight could not see the screen and only after reviewing the images on the computer did i notice that i had in fact filmed something similar to other secret projects like the tr3b or sr91 aurora or similar. i send the original video, the link of my youtube page as well as copies in slow motion and some photos with filter applied. i'm not sure but i was left with the feeling that there are more objects next to the triangular object. you will have to analyze better.Good news and your answer.Carlos vieira.","40.2195714","-8.400411799999999","PT-11232017-0007"
"88225","1991-07-31 02:00:00","2017-11-22 21:40:11","Bartlesville (United States)","Triangle","00:15:00","Travelling home from work at just after midnight, i observed lights in the sky off to my right. the lights were observed after leaving the city of bath (united kingdom) i was travelling on the a4 (bristol road) heading towards the village of saltford (united kingdom) riding a 100cc motorcycle, a journey of 4 - 5 miles that would take about 10 minutes to complete. as i continued towards saltford, i was still observing the lights. as i arrived at the saltford, i was able to observe that the object was almost directly above me.  i was able to observe that the object was made of 4 lights, 3 outer and 1 inner, the three outer lights were white in colour, continuous and formed a triangular shape, the inner light was central to the other 3, flashing at regular intervals and of a deep red colour (almost as deep as fresh blood colour). the object travelled from my right to left in a direction roughly from the north to south at a speed i estimate no faster than 10 - 20mph. there was no discernable noise from the object which i estimate was no higher than 500 feet above my position at the closest. i continued my journey and had no further sighting of the object. ","36.69285961543516","-95.95034069534653","GB-11222017-0020"
"88217","2015-02-05 01:00:00","2017-11-22 12:16:55","Tamworth (United Kingdom)","Triangle","00:02:00","I was traveling in the car, looked up and saw a triangular shaped object with 3 really bright lights on. it was so close to the ground, came over head, changed direction and headed over the fields near where i live. definitely wasn't a plane you could make out the dullness and the triangular shape inside the lights.","52.6387088","-1.6357952","GB-11222017-0012"
"87935","2017-11-11 02:13:00","2017-11-11 04:42:10","Colorado Springs (United States)","Triangle","00:00:10","Its about 10 after 1am, and i am watching the taurid meteor shower, which radiates from almost 90 degrees up from my location at this time. my gaze went a little east of the pleiades, when i watch 3 dim lights start to form or brighten moving slowly north west, then as they brightened, they clearly formed an equilateral triangle a black shape was also obvious, even against the sky. it quickly began to accelerate faster than military aircraft normally and went northwest at a very high rate of speed. the second i started to loose site of it, i started hearing a distant hum, almost like when a c17 or other cargo craft is on approach to peterson airforce base, but a lot more high pitched and costant until it was no longer visible. i live near the base/airport and was in the military and am familiar with the various types of aircraft that fly in this area. we had b1 bombers flying swept wing with afterburners on a few days ago, and they werent even going half the speed this craft i observed was. there were other aircraft flying to the south and east of this one, those of which could easily be made out to be passenger craft, as they have the red/green blinking lights. and it definitely wasnt a satelite or the iss, as the iss doesnt travel south to north and iridium satelites do not travel at that speed and do not brighten for that length of time. dont what it was, just know what it wasnt.","38.842961599999995","-104.8201234","US-11112017-0004"
"87915","2017-11-03 19:40:00","2017-11-10 11:51:33","New City (United States)","Triangle","00:01:00","I was driving north on brewery road, new city, ny - rockland county. while driving in my car, i looked out the driver side window and saw a solid white long triangular shaped unidentified flying object ascending upward slightly thru and behind trees and leaves, traveling fast for several seconds, and then disappearing out of my sight. i was driving on brewery road traveling north, new city, rockland county, ny. i was shocked and not so shocked to see the ufo, because of the amount of ufo sightings in the united states and world.","41.1365166","-73.9746581","US-11102017-0009"
"87879","2017-11-07 00:05:00","2017-11-08 15:57:56","Titusville (United States)","Triangle","00:08:06","I was star gazing down the street and got spooked so i decided to walk back home that's when i noticed an airplane with green and red flashing lights i thought it was odd i could not see the tail after arrival of my home i sparked up a cigarette and was trying to get a better look of this plane and that's when i seen something ascend over my home that was triangular in shape blue and red  and red green. flickering lights on the tail and it camoflauged. like active camo. went invisible but you could still see it like active camo that's when i ran in the house woke up my wife and brought her outside and when i did the object was ascending straight up. and vanished. at that time you could only really see the red and green lights.   after wards. i seen a  triangular aircraft hoovering really low  going north east looked kinda like it was searching for something or had search lights.  on the triangular shape it had one  red blinking light on the back end and four amber lights on the right side of it's shape it reminded me of a search lights kinda.  i felt scared at parts of this event ","28.582510815487026","-80.84247855133488","US-11082017-0015"
"87734","2017-11-01 00:32:00","2017-11-01 04:53:05","Lombard (United States)","Triangle","00:05:00","I was driving my son to work and on my way back from dropping him off heading northbound on main street i witnessed a large dark (dull and black in color) triangular shaped object (at first i thought it was a plane) hovering and slowly, slowly rotating in the sky. three red lights, one white. i observed it clearly for 5 minutes, 2 minutes of which i pulled over to the side of the road and stared at it in awe.The three red lights were at the tips of the triangle with one white light that was next to one of the red lights.The lights all flashed, strobe-like in unison.  the underbelly had 4 square-shaped ""panels"", one directly in the middle of the triangle, and one each alongside the straight lines of the triangle. this craft was large, it had to be 200 foot in diameter and was about 250 feet above me. it made no noise at all, and just hovered and slowly rotated. i was headed north on main street, but after this craft started to move, i quickly made a u-turn and started following it. it picked up speed, not super speed, but kind of like it noticed me following it and decided to go faster. it moved in a sw direction over manor hill elementary school in lombard, il. as soon as i approached the nearby park south of the school i lost sight of it because of the trees in the park, and once i was clear of the park, i couldn't see anything in the sky, like it just vanished. i had attempted to use my phone camera/video, but the app froze and wouldn't open.  never did i ever think i'd see something so strange, but yet so awesome in my life i had an extremely good view of this thing and my heart is still pounding fast from observing this. ","41.8563404","-88.0169696","US-11012017-0005"
"87718","2017-10-30 22:30:00","2017-10-31 18:23:04","Chula Vista (United States)","Triangle","00:02:00","Driving home from work along otay lakes road around 9:30 pmon 10/30/17  i saw a hovering  dark triangular shaped object over jamul mountains (possible near a rock quarry, i looked on a map to see if there may a power station to explain what i saw). i was looking for this object because i saw the same object near the same area on my way to work around 5-5:30 a.M. on  10/28/17 two days earlier. this morning the object was hovering but appeared to be teetering a bit . i saw at least one small red light a few pale red lights and small bluish colored lights all around the bottom edges of the dark object. both times the view became occluded with a mountain and i couldn't find it when i was in the clear after that. perhaps you can see if there were any power stations or something near by, there is a tiny airportjon the road i was taking and just south of where i saw the object i have seen a huge silent and triangular low hovering object in az in broad daylight directly above me only a few hundred meters up several years ago and i have been looking in the skies ever since to see if i can see another one. i am positive this one was a ufo it was flat gun metal black color with what looked like 3-5 canister shaped (boosters?) on the under side motionless and silent. couldn't understand why no one else seemed to see it, my grand daughter first pointed it out while we were driving down the freeway, i think it was near the university of phoenix ","32.6556653","-116.976412","US-10312017-0022"
"87696","2017-10-21 23:00:00","2017-10-31 00:32:57","Anadarko (United States)","Triangle","00:03:00","On october 21, my son came to my room banged on door and said ""dad,dad"", come here.I followed him outside at approximately 9pm,my son yelled ""look"", and pointed south in the sky. i looked up and saw a large triangular shape ufo ,moving east ,slowly.It did not make any noise. i felt disbelief and watched fascination and awe.I noticed another ufo passing by the larger one, going west. where it turned sharply to the north. larger triangle ufo, had yellow non blinking light n front, in the back it had two solid red lights, non blinking non beacon. i estimated the object to be at least ten to fifteen football fields long.The second ufo, was sqare, with four yellow lights on one side that was visible. two lights on top of each other. made an abrupt sharp turn and headed north. turned again and headed northwest until out of sight. large triangle ufo slowly went east until out of our sight. my son, his wife and grandchildren and myself all witnessed this event.I immediately called other family members to inform them of what just occured. i contemplated calling the local news,but was told by family members to wait for other witnesses to come forward. i was a lifelong skeptic until this event. its hard to believe. ive seen it but i have time believing it.","35.08536821072487","-98.23472257616972","US-10302017-0017"
"87650","2017-05-02 06:30:00","2017-10-28 22:20:46","Salinas (United States)","Sphere","00:30:00","As we were getting in our car to drive to monterey county airport, at 4:30 am we obsereved an unusual three white light formation over the ocean.  it was triangular in shape with a  white light at each corner of the triangle.  one of the lights moved up and down and then back again to the original triangle and the other two lights appeared mostly stationary. we observed these objects for 25 minutes or so.  as we approached monterey, the lights lost altitude and disappeared. my husband, an ex airforce capt.  said he had never seen anything like this. california fish and game said that it gives permits to use drones for movies and such, but these objects were much to large to be that. the most interesting response was from the coastguard stationed at monterey bay.  they said that at early evening helicopters show up and practice skills with the seamen who are sent out to work with them at night. this is possible, but there were no running lights and no sounds. the lights look like case #83241","36.80291238370314","-121.68207225823382","US-10282017-0022"
"89704","2018-01-20 19:24:00","2018-01-20 22:27:35","Austin (United States)","Triangle","00:00:10","I was driving along slaughter lane heading south towards manchaca in austin, texas. from the south i noticed out of the corner of my eye some flashing lights. they slowly moved across my view flashing in regular intervals. the lights appeared to be in a triangular formation. they moved out of my sight heading north, northeast. at one point it appeared to me that the lights split up. i do have a video of the lights from my car camera. i wanted to stop and observe more but the traffic was too heavy and i wanted to avoid an accident. by the time i could see anything they were gone. i cannot upload the video from my home. we do not have internet access but i would like to provide you a copy.","30.1817351","-97.84595929999999","US-01202018-0022"
"89701","1977-08-15 02:00:00","2018-01-20 20:59:08","Kells (Ireland)","Triangle","03:00:00","Late evening, in backyard playing ball game with 2 sisters (a unique event, in retrospect). i am 17yrs, they are 3 & 5 yrs younger. one sister abruptly stopped playing and appeared startled looking to back of garden, my other sister then stopped and looked round to see and was also startled, i was ignoring them. they said they had seen a very large luminous disc floating behind a mature at bottom of garden, about 100ft away, before suddenly disappearing. i regretted ignoring them, they were scared and knew nothing about ufos while i had been a believer since 12yrs. i then went to look and noticed an exceptionally clear moonless night, which i usually would have been interested in. in a few minutes we started to see what appeared to be a major meteorite shower, with, in my experience, unique meteorite trajectories, including straight down and straight across the sky parallel to horizon. i arranged us in position to see 1/3rd each of the sky. i had a long standing interest in celestial objects as well as always keeping a look out for a ufo, but did not see anything before this night. there were red lights that would move slowly across sky and stop before disappearing, one that pulsed and one that seemed to zoom up closer to us before receding (as far as i can remember now). there were several other strange lights while the shower continued, dozens were seen by us. suddenly a very large object went over our heads, blotting out a large part of the sky, it was greyish/silver, shaped like an triangular arrowhead, completely silent. it left a trail of rainbow-like light behind. as it went over my sisters uttered a strange guttural scream and sprinted into the house, they would not come back out. i had opposite reaction; i was elated and stayed in position to see it fly into distance but blink-out before going beyond my ability to track it. i stayed out to continue watching and seen other strange lights, the most exceptional being a group of luminous objects, shaped quite like something organic, with a front head-like portion and wing-like portions, that flew in a formation, maybe 5-9 objects. i also saw something that looked like a star exploding. when there was a protracted inactivity i went indoors. it was a strange night because my parents were still awake and sitting up in bed with my sisters talking. there was something which confused me, to this day, which was when i checked the time that it seemed impossibly early. i would like to know about this if someone could help, i have heard of time loss phenomenon but not time gain (if that is what i was experiencing)?","53.7273824","-6.8811364","IE-01202018-0019"
"89682","2016-07-15 01:45:00","2018-01-20 01:10:59","Surprise (United States)","Triangle","00:05:00","My name is david c. sitzman and i testify this account is true and accurate. no drug use or alcohol plays any part of this instance. on the night of july 14th, 2016, around 11:45pm, i was tossing garbage out, then decided to look-up at a beautifully star-lit clear night before turning in. while cranking my neck straight up to view the stars, a sudden ripple-like clear wave happened and instantly a huge, dark, triangular craft then appeared. i watched with stunned amazement as this craft (being about 3 house sizes big) hovered about 800 feet or so over me standing in place, then after about a minute or two, it lurched forward to hover over my neighbor's house. after a minute or two more, it then very suddenly shot away due west. ****the most curious factors of this event were that:1)it seemed as if this craft suddenly came out of a warp, thus producing this tear or rip in the clear night sky. and when it 1st appeared, it blocked out a number of the stars i had been looking at, so i knew it was something physical.2) put off no noise at all. 3) appeared to be the same triangular shape as the ""atari"" asteroids craft with a slight scoop at the bottom.4)each of the 3 corners of the craft had a very bright white light. no beams or anything like that.5) watching it shoot out of sight at such incredible speed, holds true to just about every other sighting i've watched on history channel's ""ancient aliens"" shows. unless luke afb has gotten their hands on something big, none of our military craft can maneuver at such high speeds with no sound. i didn't feel frightened at all, but more intent on mentally capturing everything going on at that time. i was terribly excited afterward, but felt unsure about reporting it immediately.","33.68082898313551","-112.37723234889158","US-01202018-0001"
"89678","2017-10-31 22:00:00","2018-01-19 21:51:13","Lakeland (United States)","Sphere","00:10:00","Me and my husband were walking out of wal-mart and i noticed a full moon so that attracted me to look at the moon. i then noticed a bright object around the clouds moving in a triangular pattern in and around the clouds under the moon. at first i thought it could be a reflection from lights but then thought it was way to high for a reflection from lights. i then saw the object move and decided to take pictures. it really looked like a space ship. i figured it could be a plane but planes don't maneuver like this object did. it finally went behind the clouds and we didn't see it anymore. we then left the parking lot.","28.118826291487448","-81.96619375313149","US-01192018-0020"
"89653","2018-01-17 04:35:00","2018-01-18 16:11:17","Hemel Hempstead (United Kingdom)","Triangle","00:04:00","Bright light through bedroom curtain, triangular vehicle spotted gliding in a straight line, underneath the vehiclle was an inverted lit dome virtually touching the three sides. inverted dome had arched ribs from bottom to top with a centre pillar projecting a bright light. had a perfect view untill it disappeared over the buildings my first reaction was it was a strange plane out of luton airport then immediately realised it was not a normal aircraft.","51.76016172316151","-0.4365079505362144","GB-01182018-0016"
"89629","2005-07-04 02:00:00","2018-01-17 18:05:10"," (United States)","Teardrop","00:00:20","It was the 4th of july and i was watching fireworks in the far distance...All of a sudden in my near view i observed a metallic object..Kind of triangular shaped but with rounded points...No lights but the metallic color shown bright..It had a dark center strip from the corner or point of craft to the other end..It just materialized out of no where and then 2 more identical objects followed behind it...It elevated quickly to a certian hieght then disappears and each craft that followed did the same ince it reached the same hieght as the 1st craft..My heart raced when i saw it and i doubted my vision for a long time but i realise that there was no reason for me ti hallucinate that particular vision..Or imaginge it as opposed to any other vision..I am convinced of what i saw and would stake my life on it..What u believe i saw was a interdimensional craft ciming in an out of our realm..","31.9732988","-99.8974731","US-01172018-0012"
"89620","2018-01-16 22:09:00","2018-01-17 03:16:57","Somerville (United States)","Triangle","00:15:00","My girlfriend and i had pulled into her driveway and talked for about 20 minutes. i noticed a very bright flickering light in the southeastern part of the sky fairly far away about 2 miles. we looked at it a little more and we noticed it stopped flickering. it stayed there in the same spot for another minute or two. we got out of the car and continued to look at it. i told my girlfriend i thought it was venus because it was bigger and brighter than anything else in the sky. but, i was confused because i know venus couldn't be that close to the horizon. we continued to look at it more and it started to move in our direction very quickly and like it hasn't moved before. my girlfriend was kind of freaking out. once it got closer it moved in our direction and flew over the neighbor's house right in front of us in a straight path the whole time. we could only see the three lights it had giving it a triangular shape. it had a white and red blinking light as well. it moved very quietly making little sound. the creepiest part about it is how low it flew! it was only maybe 200 feet above us. it flew not very high at all which made the fact that it being so quiet was also very weird. no pilot would fly that low in this mountainous area at night that's insane. it continued on in the northwest direction and flew over onto the mountain overhead dodging the mountain itself by making slight turns. it looked like it could've landed on that mountain i'm not sure if it did or could. i believe it was a man-made plane of some kind because of the red flashing light being similar to the ones on real planes, but it has to be some secret military plane or something because this plane can create an extreme amount of light from miles away, possibly stay in one place, fly very low, fly very quietly and maneuver through mountains at night. i have a video showing the object flying by. it's hard to tell in the video how far or big it was but i didn't zoom in at all, it was close enough to shoot with a bb gun and it really wasn't that big just the size of a small plane at least what we could tell. at the end, the lights get kind of blurry because we are in a heavily wooded area and its flying right in the little valley behind the trees. i wish i could've gotten the whole thing. i just can't really explain what it really was.","34.39652576051508","-86.66763836711499","US-01172018-0003"
"89614","2018-01-15 17:01:00","2018-01-16 22:10:31","Niagara Falls (Canada)","Triangle","00:10:00","All i seen was a triangular craft hovering above the falls","43.0925577","-79.0793436","CA-01162018-0021"
"89566","2004-03-31 21:20:00","2018-01-14 23:44:03","Redford Charter Township (United States)","Triangle","00:05:00","In 2004 i saw a unknown flying object while standing in front of my home looking up at the moon with a telescope facing ne in redford, mi. the object i saw was triangular with rounded corners and dim white lights centered in each corner.  the object hovered over me, for how long i do not know. it wasn’t until i turned around to go into my home that i noticed the object. it made no sound as it hovered over and slowly began moving sw over my neighborhood. moments after the object cleared the horizon, i heard then watched two fighter jets pursuing the object in the same direction. the object i saw was large and hovering at a low altitude, moving slowly as if it was looking for something. i never shared this story with anyone after my family did not believe what i had witnessed during the time of this incident. for a week after i watched news channels hoping to hear about others who had seen either the object or fighter jets in the nights sky to no avail. since this time, i have wondered about what i saw on that night in private. i have also wondered about how long the object was there before i had noticed it. ","42.35879947868701","-83.26922180150628","US-01142018-0025"
"87506","2017-09-12 01:15:00","2017-10-22 16:40:43","Burlington (United States)","Triangle","00:05:00","On the night of september 13, 2017, i was walking my dog nellie. having seen a few strange objects in the sky near my home, i gaze around the sky whenever nellie stops to sniff. this night the sky was clear and quiet. we were facing nw between my house and my next-door neighbor's house. suddenly, at about 11:15, i caught sight of 5 white lights in an upside-down v shape, with a larger red light in the middle of the v. they were above the trees to the right of my neighbor's house, moving very slowly from nne to wsw at a slight downward angle. when they were directly over the neighbor's house, i could see that they were attached to a dark (grey or black) triangular object, which i could just barely make out against the night sky. i listened for any sound and for a couple of minutes i heard a faint airplane noise. i live near an airport, so that sound could have been unrelated, especially since i couldn't hear it for half the 5 minutes or so that i watched the triangular object. when the triangle was directly above the my neighbor's medium-sized house, it seemed to be about 1/5 the size of the house, about 20 ft. above the house, and about 20 ft. beyond it. it hovered there for a few seconds before continuing on. i had the feeling it knew i was there and was pausing either to observe me or to let me observe it.  i lost sight of the object when some trees blocked it from my view. by that time, it was very low in the sky and no longer looked like a triangle, just a group of white lights in a horizontal row with the large red light below them. my feelings? elated! excited! this may or may not be related, but just as the triangle lights disappeared from my view, another set of lights appeared out of nowhere, high in the sky directly above where i'd just lost the triangle sighting. these were 3 white lights in a vertical row, with a larger red light to the right of them. they were too far away for me to see, in the dark sky, whether or not they were attached to a craft. these lights were traveling a bit faster than the triangle, but still fairly slowly, in a horizontal direction from sw to ne. i watched them for a couple of minutes, then lost sight of them behind a house and a large tree. i waited about 3 minutes for them to reappear on the other side of the trees, where a large patch of sky was visible, but they never reappeared. unlike the lights on the triangle, these lights blinked, or at least one of them did. i can't remember for sure whether it was the white or the red that blinked; i think it was the white lights.  i've seen lights like this on several occasions over the past couple of months. they don't make any sound that i can detect, and when i lose sight of them, they never reappear. usually i see them traveling sw to ne but sometimes i see them traveling nw to se, as though they were headed for the airport. on these occasions, they are also losing altitude.","44.477467132282015","-73.22672334058028","US-10222017-0004"
